bin_id,Xt,Yt,cell_count,matched_fraction
014_0_16,289.4429931640625,6584.56494140625,8.0,1.0000000000000002
014_0_32,369.9001159667969,13067.4990234375,96.0,0.9999999999999998
014_0_33,336.991943359375,13412.662109375,266.0,0.9999999999999998
014_0_34,294.7185363769531,13825.24609375,441.0,1.0000000000000004
014_0_35,205.71388244628906,14106.6201171875,228.0,1.0000000000000002
014_1_26,765.8276977539062,10682.8828125,40.0,1.0000000000000002
014_1_27,736.9536743164062,11053.3017578125,200.0,1.0000000000000004
014_1_28,709.0693969726562,11402.1708984375,301.0,1.0000000000000002
014_1_29,684.3302001953125,11788.5927734375,480.0,1.0
014_1_30,641.2755737304688,12188.80078125,434.0,0.9999999999999996
014_1_31,612.6842041015625,12613.06640625,672.0,1.0
014_1_32,592.62744140625,12999.841796875,724.0,1.0
014_1_33,571.6300659179688,13382.46484375,642.0,1.0000000000000004
014_1_34,569.5623779296875,13813.8115234375,605.0,0.9999999999999999
014_1_35,638.5327758789062,14142.8974609375,474.0,1.0000000000000002
014_1_36,585.489501953125,14625.6220703125,63.0,1.0000000000000002
014_1_37,659.0396728515625,14847.353515625,10.0,1.0
014_2_22,1193.8199462890625,9127.103515625,10.0,1.0000000000000002
014_2_23,1139.2642822265625,9436.521484375,223.0,0.9999999999999992
014_2_24,1065.907470703125,9822.6640625,427.0,1.0000000000000016
014_2_25,1046.9881591796875,10196.72265625,511.0,1.0000000000000016
014_2_26,1013.0864868164062,10596.0390625,468.0,0.9999999999999998
014_2_27,995.1647338867188,11022.078125,477.0,1.0000000000000004
014_2_28,989.7916259765625,11395.767578125,766.0,1.0000000000000004
014_2_29,953.532470703125,11800.2890625,611.0,1.0000000000000002
014_2_30,989.2609252929688,12211.841796875,701.0,0.9999999999999999
014_2_31,996.2762451171875,12588.904296875,691.0,0.9999999999999993
014_2_32,1014.7561645507812,12972.0673828125,474.0,0.9999999999999994
014_2_33,1028.7696533203125,13370.8017578125,488.0,0.9999999999999989
014_2_34,1055.20654296875,13779.8388671875,272.0,1.0000000000000004
014_2_35,1011.5839233398438,14222.94921875,402.0,1.0000000000000004
014_2_36,1012.876953125,14509.4814453125,289.0,0.9999999999999999
014_2_37,1126.6466064453125,14823.40625,6.0,1.0
014_3_19,1525.7491455078125,7949.02880859375,26.0,0.9999999999999997
014_3_20,1460.820068359375,8183.01708984375,144.0,1.0000000000000016
014_3_21,1446.3760986328125,8660.2822265625,309.0,1.0000000000000002
014_3_22,1408.60546875,9003.5,624.0,1.0000000000000002
014_3_23,1405.6695556640625,9414.8720703125,678.0,0.9999999999999999
014_3_24,1387.152099609375,9800.693359375,515.0,0.9999999999999994
014_3_25,1387.1724853515625,10208.390625,703.0,0.9999999999999994
014_3_26,1394.2257080078125,10596.25,765.0,0.9999999999999984
014_3_27,1409.283447265625,10987.9912109375,586.0,0.9999999999999996
014_3_28,1377.07421875,11404.845703125,582.0,0.9999999999999999
014_3_29,1408.26806640625,11816.6513671875,605.0,0.9999999999999996
014_3_30,1354.052001953125,12207.609375,538.0,1.0000000000000004
014_3_31,1383.5753173828125,12603.005859375,645.0,1.0
014_3_32,1412.5511474609375,12994.9658203125,641.0,1.0000000000000002
014_3_33,1399.521484375,13414.2548828125,620.0,1.0
014_3_34,1411.221923828125,13780.6533203125,618.0,1.0000000000000004
014_3_35,1406.552978515625,14212.0322265625,703.0,1.0000000000000004
014_3_36,1412.733154296875,14587.6689453125,730.0,1.0
014_3_37,1442.3035888671875,14974.5322265625,311.0,1.0000000000000002
014_3_38,1561.124267578125,15347.34375,104.0,0.9999999999999999
014_4_18,1851.8861083984375,7528.66552734375,64.0,1.0000000000000004
014_4_19,1837.013427734375,7826.021484375,151.0,0.9999999999999999
014_4_20,1819.3724365234375,8176.5517578125,324.0,1.0000000000000004
014_4_21,1751.312255859375,8592.55859375,446.0,1.0000000000000013
014_4_22,1749.9041748046875,8997.115234375,507.0,1.000000000000001
014_4_23,1755.4385986328125,9412.8544921875,386.0,0.9999999999999986
014_4_24,1814.755859375,9820.3544921875,560.0,0.9999999999999993
014_4_25,1820.364013671875,10209.283203125,596.0,0.9999999999999996
014_4_26,1795.0189208984375,10599.8662109375,725.0,0.9999999999999987
014_4_27,1807.5867919921875,11000.3828125,790.0,0.9999999999999998
014_4_28,1824.2960205078125,11398.3916015625,568.0,1.0000000000000004
014_4_29,1811.111572265625,11808.1845703125,622.0,0.999999999999999
014_4_30,1803.108642578125,12199.009765625,697.0,1.0000000000000007
014_4_31,1814.30712890625,12606.490234375,684.0,0.9999999999999996
014_4_32,1791.05859375,13002.00390625,675.0,1.0000000000000002
014_4_33,1806.5550537109375,13387.5712890625,626.0,1.0000000000000007
014_4_34,1832.5899658203125,13822.25390625,556.0,1.0000000000000009
014_4_35,1800.6455078125,14201.1123046875,704.0,1.0000000000000002
014_4_36,1810.0408935546875,14587.6328125,678.0,1.0000000000000009
014_4_37,1798.3729248046875,15008.3115234375,772.0,1.0000000000000007
014_4_38,1809.4154052734375,15396.900390625,695.0,1.0000000000000004
014_4_39,1901.0711669921875,15666.06640625,146.0,0.9999999999999997
014_5_14,2346.268798828125,5987.447265625,5.0,1.0
014_5_15,2311.945068359375,6213.4755859375,51.0,0.9999999999999993
014_5_16,2349.072509765625,6529.271484375,19.0,1.0
014_5_18,2240.816162109375,7446.5712890625,204.0,0.9999999999999998
014_5_19,2218.441650390625,7831.24267578125,194.0,0.9999999999999993
014_5_20,2193.4326171875,8220.05859375,332.0,0.9999999999999999
014_5_21,2222.32666015625,8615.5986328125,493.0,0.9999999999999998
014_5_22,2212.44921875,9013.4296875,530.0,1.0000000000000002
014_5_23,2208.869384765625,9394.423828125,635.0,0.9999999999999992
014_5_24,2192.50537109375,9809.85546875,700.0,0.9999999999999999
014_5_25,2200.83935546875,10195.0810546875,735.0,1.0000000000000002
014_5_26,2204.82275390625,10602.4716796875,730.0,1.0
014_5_27,2195.887451171875,11000.388671875,730.0,1.0000000000000007
014_5_28,2193.874755859375,11407.9111328125,708.0,0.9999999999999996
014_5_29,2200.836669921875,11797.5029296875,692.0,1.0000000000000009
014_5_30,2199.211181640625,12196.4375,664.0,1.0000000000000007
014_5_31,2205.17724609375,12597.7763671875,653.0,1.0000000000000009
014_5_32,2188.89013671875,13002.3974609375,623.0,0.9999999999999991
014_5_33,2203.154296875,13399.958984375,683.0,0.9999999999999996
014_5_34,2194.96435546875,13809.0498046875,688.0,0.9999999999999999
014_5_35,2191.565185546875,14206.45703125,699.0,0.9999999999999994
014_5_36,2192.213623046875,14609.37109375,437.0,0.9999999999999993
014_5_37,2189.0908203125,15000.22265625,724.0,1.0000000000000004
014_5_38,2209.331787109375,15402.2216796875,684.0,0.999999999999999
014_5_39,2227.7216796875,15784.9794921875,594.0,0.9999999999999999
014_5_40,2298.372802734375,16020.1640625,38.0,1.0000000000000002
014_6_14,2630.03369140625,5918.24072265625,71.0,1.0000000000000002
014_6_15,2591.649658203125,6188.34716796875,176.0,0.9999999999999992
014_6_16,2634.784423828125,6585.880859375,161.0,1.0000000000000009
014_6_17,2715.86865234375,7081.359375,38.0,1.0000000000000004
014_6_18,2624.6142578125,7448.44189453125,416.0,0.9999999999999994
014_6_19,2619.69384765625,7770.15966796875,244.0,0.9999999999999992
014_6_20,2591.4365234375,8219.19921875,229.0,1.0000000000000009
014_6_21,2597.049560546875,8611.8271484375,467.0,0.9999999999999984
014_6_22,2601.920166015625,9009.9814453125,735.0,0.9999999999999999
014_6_23,2602.285888671875,9400.6865234375,665.0,0.9999999999999989
014_6_24,2603.807373046875,9807.462890625,721.0,1.0000000000000004
014_6_25,2597.443603515625,10199.640625,744.0,0.9999999999999997
014_6_26,2584.09326171875,10599.8486328125,657.0,1.0000000000000018
014_6_27,2610.650390625,11012.7080078125,760.0,1.0000000000000009
014_6_28,2594.186767578125,11406.2587890625,704.0,1.000000000000001
014_6_29,2612.615234375,11795.380859375,666.0,1.0000000000000009
014_6_30,2594.652587890625,12201.5244140625,656.0,1.0000000000000004
014_6_31,2595.395751953125,12622.1044921875,616.0,0.9999999999999987
014_6_32,2587.13916015625,12999.92578125,623.0,1.0
014_6_33,2611.665771484375,13396.67578125,725.0,0.9999999999999998
014_6_34,2600.85693359375,13805.6748046875,671.0,0.9999999999999988
014_6_35,2585.32568359375,14194.720703125,676.0,1.0000000000000007
014_6_36,2604.5234375,14624.24609375,629.0,1.0000000000000002
014_6_37,2584.47119140625,14996.6484375,615.0,0.9999999999999996
014_6_38,2577.073486328125,15413.234375,596.0,0.9999999999999999
014_6_39,2598.935546875,15800.36328125,774.0,0.999999999999999
014_6_40,2640.82861328125,16065.91796875,228.0,0.9999999999999996
014_7_14,3055.187744140625,5875.734375,73.0,1.0000000000000009
014_7_15,3005.370849609375,6232.97216796875,249.0,0.9999999999999997
014_7_16,2970.6826171875,6509.49755859375,191.0,1.0000000000000004
014_7_17,3011.3203125,7100.67431640625,479.0,1.0
014_7_18,2998.8408203125,7344.27978515625,590.0,0.9999999999999999
014_7_19,2974.091064453125,7815.87255859375,270.0,0.9999999999999998
014_7_20,3021.062255859375,8177.42041015625,327.0,1.0000000000000009
014_7_21,3008.579345703125,8625.427734375,316.0,0.9999999999999987
014_7_22,2999.193359375,9014.107421875,489.0,1.0000000000000004
014_7_23,2995.837890625,9393.3271484375,588.0,1.0000000000000002
014_7_24,2998.887939453125,9802.8251953125,767.0,1.0000000000000007
014_7_25,2996.897216796875,10202.77734375,746.0,0.9999999999999993
014_7_26,2994.933837890625,10595.685546875,746.0,0.9999999999999991
014_7_27,2998.94873046875,10993.9677734375,585.0,1.0
014_7_28,3008.094482421875,11406.7001953125,621.0,1.0000000000000002
014_7_29,3005.91748046875,11797.623046875,674.0,1.0000000000000002
014_7_30,2974.0771484375,12176.580078125,567.0,1.0000000000000002
014_7_31,2969.138427734375,12619.484375,430.0,1.0000000000000009
014_7_32,2949.3056640625,13048.7724609375,313.0,0.9999999999999997
014_7_33,3005.583740234375,13391.703125,625.0,1.0
014_7_34,3026.359619140625,13803.3984375,564.0,1.0000000000000009
014_7_35,3006.1650390625,14194.46484375,635.0,0.9999999999999996
014_7_36,3000.1181640625,14597.9384765625,582.0,1.0
014_7_37,3044.98681640625,15014.9814453125,500.0,1.0000000000000007
014_7_38,2995.7919921875,15393.359375,673.0,0.9999999999999993
014_7_39,2996.26318359375,15779.291015625,574.0,0.9999999999999997
014_7_40,3006.77294921875,16133.4443359375,405.0,0.9999999999999998
014_8_14,3414.916259765625,5867.19921875,96.0,1.0000000000000004
014_8_15,3398.69970703125,6190.7001953125,225.0,0.9999999999999996
014_8_16,3396.781494140625,6599.58642578125,66.0,0.9999999999999994
014_8_17,3375.9892578125,7036.3095703125,137.0,1.0000000000000004
014_8_18,3393.608642578125,7416.7919921875,214.0,0.9999999999999996
